Center_ID,V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99
0,0.329334476,0.352136752,0.263883387,0.321308486,0.340059824,0.305275857,0.274324065,0.365156794,0.249917399,0.523805558,0.524934543,0.388756108,0.418703327,0.431439038,0.359477663,0.485887927,0.412431997,0.406538753,0.479682212,0.356705996,0.435175902,0.463659148,0.61555127,0.541193015,0.558758835,0.562913907,0.70960829,0.634681769,0.524981264,0.515589499,0.683733333,0.675721723,0.655155234,0.597739287,0.748816088,0.644976455,0.580205017,0.410663786,0.334006229,0.401280872,0.471889908,0.532080516,0.504111363,0.41861288,0.346688742,0.300853859,0.440395141,0.275350021,0.397819606,0.322036372,0.361275126,0.419772257,0.48181238,0.361351255,0.189873845,0.257553336,0.239317639,0.106414385,0.151815926,0.142649838,0.136587325,0.109287674,0.161024364,0.0990448232,0.151332094,0.094380289,0.132976801,0.103397049,0.0772487651,0.0621054676,0.0300125839,0.0301537817,0.0263048017,0.011691111,0.00196025048,0.00137968348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.118251928,0.144159544,0.0482452666,0.0812674531,0.232108576,0.200129924,0.314592522,0.0676621868,0.121687702,0.0574387163,0.0414357913,0.0272997663,0.0636213752,0.0518043661,0.055257732,0.0347651422,0.0219316435,0.10636203,0.084295418,0.141247291,0.25583303,0.102979222,0.00771486697,0.123942341,0.318063173,0.109866515,0.290635851,0.154099245,0.240144891,0.260025732,0.272050794,0.169427354,0.117159639,0.297941739,0.246383393,0.0974742319,0.251128293,0.145689683,0.236359442,0.41674333,0.52040367,0.512619909,0.495953383,0.474136267,0.893476821,0.678587849,0.692030437,0.887046767,0.523440697,0.754590303,0.856689698,1,0.901631872,0.927877783,0.984078796,0.916019238,0.975639305,0.865975577,0.924430408,0.691718413,0.690335108,0.555151915,0.742327366,0.435832274,0.5508829,0.434103954,0.500734745,0.549866297,0.366775974,0.438501505,0.264953859,0.295617092,0.238935282,0.264865751,0.241845903,0.336291086,0.319552256,0.612171103,0.520727369,0.230802219,0.265730817,0.429739676,0.211622775,0.173923297,0.129001157,0.164408504,0.293886653,0.242324653,0.173753842,0.197572943,0.284183707,0.286965826,0.138989673,0,0,0,0,0,0,0
